,tipo_de_accidente,responsabilidad,descripcion_del_hecho,descripcion_del_hecho - Final
647,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}{\f1\fswiss\fprq2\fcharset0 Calibri;}}
\viewkind4\uc1\pard\fs20 VH ASEG SE ENCONTRABA DETENIDO DEJANDO PASAR LOS VH QUE VENIAN POR CNEL S DE LAS CARRERAS, CUANDO AL AVANZAR SE LE CRUZA UNA BICICLETA QUE VENIA EN SENTIDO CONTRARIO Y PASA ENTRE MEDIO DE VH DE ASEG Y OTRO, ASEG EMBISTE CON LA PARTE DELANTERA EN LA PARTE DE BICICLETA, SE CAE AL SUELO, SIN LESIONES VISIBLES, NO MANIFESTABA DOLENCIAS, SE RETIRO POR SUS PROPIOS MEDIOS PERO SIN ANDAR EN BICICLETA PORQUE LA RUEDA ESTABA TORCIDA PRODUCTO DEL IMPACTO, SIN INTERVENCION DE AMBULANCIA, SOLO INTERVENCION DE POLICIA QUE CONSTATO QUE TODO EST\'c9 BIEN.\f1\fs22\par
\f0\fs20\par}","VH ASEG SE ENCONTRABA DETENIDO DEJANDO PASAR LOS VH QUE VENIAN POR CNEL S DE LAS CARRERAS, CUANDO AL AVANZAR SE LE CRUZA UNA BICICLETA QUE VENIA EN SENTIDO CONTRARIO Y PASA ENTRE MEDIO DE VH DE ASEG Y OTRO, ASEG EMBISTE CON LA PARTE DELANTERA EN LA PARTE DE BICICLETA, SE CAE AL SUELO, SIN LESIONES VISIBLES, NO MANIFESTABA DOLENCIAS, SE RETIRO POR SUS PROPIOS MEDIOS PERO SIN ANDAR EN BICICLETA PORQUE LA RUEDA ESTABA TORCIDA PRODUCTO DEL IMPACTO, SIN INTERVENCION DE AMBULANCIA, SOLO INTERVENCION DE POLICIA QUE CONSTATO QUE TODO ESTe BIEN.
"
652,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\f0\fs22 ASEG CIRCULABA POR CALLE VERGARA LO ENCIERRA UN VEHICULO Y EL ASEG COLISIONA CON LA PARTE LATERAL IZQUIERDA (ESPEJO RETROVISOR) A UNA BICICLETA  QUE CIRCULABA POR LA MISMA CALLE A LA IZQUIERDA DEL ASEG . NO SE CAE AL PISO . UN OCUPANTE . NO INTERVIENE POLICIA , ASEG LO TRASLADA A HOSPITAL EVITA PUEBLO CON DOLOR EN EL CODO\par
\f1\fs20 .-\par}","ASEG CIRCULABA POR CALLE VERGARA LO ENCIERRA UN VEHICULO Y EL ASEG COLISIONA CON LA PARTE LATERAL IZQUIERDA (ESPEJO RETROVISOR) A UNA BICICLETA  QUE CIRCULABA POR LA MISMA CALLE A LA IZQUIERDA DEL ASEG . NO SE CAE AL PISO . UN OCUPANTE . NO INTERVIENE POLICIA , ASEG LO TRASLADA A HOSPITAL EVITA PUEBLO CON DOLOR EN EL CODO
 .-"
655,AUTO - CICLISTA,CONCURRENTE,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Arial;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\b\f0\fs20 MECANICA DEL HECHO SEGUN VERSION ASEGURADO: \b0\f1 Circulando por la calle (no recuerda) cuando la bicicleta sale de repente por el lado izquierdo colisinando con el auto asegurado,sin  proteccion, cae al piso, solo se observa un golpe en la pierna derecha debajo de la rodilla, asegurada ofrece asistentencia llamar a la ambulancia ciclista se niega porque estaba trabajando y se retira del lugar sin mas.\par}","MECANICA DEL HECHO SEGUN VERSION ASEGURADO: 0 Circulando por la calle (no recuerda) cuando la bicicleta sale de repente por el lado izquierdo colisinando con el auto asegurado,sin  proteccion, cae al piso, solo se observa un golpe en la pierna derecha debajo de la rodilla, asegurada ofrece asistentencia llamar a la ambulancia ciclista se niega porque estaba trabajando y se retira del lugar sin mas."
675,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\fs20 CIRCULANDO POR PERON EL ASEGURADO NO VE AL CICLISTA LO TOCA Y SE CAE AL PISO IVA SOLO EN LA BICI LE DOLIA PIERNA\par}",CIRCULANDO POR PERON EL ASEGURADO NO VE AL CICLISTA LO TOCA Y SE CAE AL PISO IVA SOLO EN LA BICI LE DOLIA PIERNA
682,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}{\f1\fswiss\fprq2\fcharset0 Calibri;}}
\viewkind4\uc1\pard\fs20 ASEG CIRCULANDO POR EVA PERON PARA DOBLAR A PUMACAHUA CUANDO DOS CONTEINER LE TAPAN LA VISION Y EL CONDUCTOR NO VE QUE HABIA UN TERCERO EN BICICLETA Y LO IMPACTA CON SU PARTE DELANTERA, CONDUCTOR DE TERCERO CAE SOBRE EL CAPOT Y DESPUES AL SUELO// ES ASISTIDO POR AMBULANCIA Y TRASLADAN AL HOSPITAL\par
\f1\fs22\par
\f0\fs20\par}","ASEG CIRCULANDO POR EVA PERON PARA DOBLAR A PUMACAHUA CUANDO DOS CONTEINER LE TAPAN LA VISION Y EL CONDUCTOR NO VE QUE HABIA UN TERCERO EN BICICLETA Y LO IMPACTA CON SU PARTE DELANTERA, CONDUCTOR DE TERCERO CAE SOBRE EL CAPOT Y DESPUES AL SUELO// ES ASISTIDO POR AMBULANCIA Y TRASLADAN AL HOSPITAL

"
697,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\f0\fs22 EL ASEGURADO CIRCULABA SOBRE CALLE CERRI EN EL CRUCE CON CALLE SAN ANTONIO IMPACTA A UN TERCERO QUE CIRCULABA SOBRE LA ULTIMA CON SU PARTE DELANTERA IZQUIERDA . SIN DESPLAZAMIENTOS . EN LA BICICLETA UN SOLO OCUPANTE , SIN CASCO ,. CAE AL PISO PRSENTABA DOLORES Y RASPON EN LA PIERNA , FUE TRASLADADO AL HOSPITAL DE MERLO POR EL ASEGURADO . NO INTERVINO POLICIA .\f1\fs20\par}","EL ASEGURADO CIRCULABA SOBRE CALLE CERRI EN EL CRUCE CON CALLE SAN ANTONIO IMPACTA A UN TERCERO QUE CIRCULABA SOBRE LA ULTIMA CON SU PARTE DELANTERA IZQUIERDA . SIN DESPLAZAMIENTOS . EN LA BICICLETA UN SOLO OCUPANTE , SIN CASCO ,. CAE AL PISO PRSENTABA DOLORES Y RASPON EN LA PIERNA , FUE TRASLADADO AL HOSPITAL DE MERLO POR EL ASEGURADO . NO INTERVINO POLICIA ."
698,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\f0\fs22 VH ASEG CIRCULABA SOBRE ZABALA CUANDO IMPACTA CON SU PARTE DELANTERA IZQ, ANTE UN 3RO (BICICLETA) QUE CIRCULABA SOBRE ESLOVENIA. SIN DESPLAZAMIENTOS NI LESIONADOS. (BICI: DOS PERSONAS SIN CASCO. SE LEVANTAN POR SUS MEDIOS. INTERVIENE POLICIA Y AMBULANCIA. FUERON TRASLADADOS A CLINICA MODELO DE MORON)\f1\fs20\par}","VH ASEG CIRCULABA SOBRE ZABALA CUANDO IMPACTA CON SU PARTE DELANTERA IZQ, ANTE UN 3RO (BICICLETA) QUE CIRCULABA SOBRE ESLOVENIA. SIN DESPLAZAMIENTOS NI LESIONADOS. (BICI: DOS PERSONAS SIN CASCO. SE LEVANTAN POR SUS MEDIOS. INTERVIENE POLICIA Y AMBULANCIA. FUERON TRASLADADOS A CLINICA MODELO DE MORON)"
706,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\f0\fs22 CRUZANDO EL PUENTE \'c1LVAREZ ,UNA MOTO INVADE MI CARRIL. LO ESQUIV\'c9 Y POR HACER ESTO IMPACTAMOS LEVEMENTE CON UN CICLISTA QUE VEN\'cdA DE LA MANO DE ENFRENTE. EL CICLISTA NO SE CAY\'d3. SIN INTERVENCI\'d3N DE POLIC\'cdA NI DE AMBULANCIA. SE MARCH\'d3 POR SUS PROPIOS MEDIOS TRAS DEJARME SUS DATOS..-\f1\fs20\par}","CRUZANDO EL PUENTE aLVAREZ ,UNA MOTO INVADE MI CARRIL. LO ESQUIVe Y POR HACER ESTO IMPACTAMOS LEVEMENTE CON UN CICLISTA QUE VENA DE LA MANO DE ENFRENTE. EL CICLISTA NO SE CAY. SIN INTERVENCIN DE POLICA NI DE AMBULANCIA. SE MARCH POR SUS PROPIOS MEDIOS TRAS DEJARME SUS DATOS..-"
732,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\fs20 VH ASEG CIRCULABA POR REP DE HONDURAS DETRAS DE UNA BICICLETA, A LA PAR DE LA BICICLETA SE ENCONTRABA UN TAXI QUE AL LLEGAR A JUAN B JUSTO DOBLO SIN DAR AVISO POR DELANTE DE LA BICI, Y ESTE TUVO QUE FRENAR DE GOLPE. VH ASEG LO GOLPEA CON SU FRENTE EN LA PARTE TRASERA DE LA BICI.ME BAJO LO ASISTO  SE INCORPORA POR SUS MEDIOS, MANIFIESTA DOLOR EN MANO DERECHA. OFRECE ASISTENCIA MEDICA EN EL LUGAR A LO CUAL SE NIEGA, OFRESCO LLEVARLO HASTA DONDE SE DIRIGIA QUE ERA A SU CASA, CARGAMOS LA BICI EN EL AUTO Y EN EL TRAYENCTO TERCERO MANIFIESTA QUE SE LE HICHA LA MANO, LO LLEVO HASTA EL HOSPITAL PIROVANO DONDE NO FUE ATENDIDO, LUEGO ME PIDE QUE LO LLEVE HASTA VICENTE LOPEZ, DONDE VIVE. ME RETIRO DEL LUGAR. NO INTERVINO POLICIA NI AMB..-\par}","VH ASEG CIRCULABA POR REP DE HONDURAS DETRAS DE UNA BICICLETA, A LA PAR DE LA BICICLETA SE ENCONTRABA UN TAXI QUE AL LLEGAR A JUAN B JUSTO DOBLO SIN DAR AVISO POR DELANTE DE LA BICI, Y ESTE TUVO QUE FRENAR DE GOLPE. VH ASEG LO GOLPEA CON SU FRENTE EN LA PARTE TRASERA DE LA BICI.ME BAJO LO ASISTO  SE INCORPORA POR SUS MEDIOS, MANIFIESTA DOLOR EN MANO DERECHA. OFRECE ASISTENCIA MEDICA EN EL LUGAR A LO CUAL SE NIEGA, OFRESCO LLEVARLO HASTA DONDE SE DIRIGIA QUE ERA A SU CASA, CARGAMOS LA BICI EN EL AUTO Y EN EL TRAYENCTO TERCERO MANIFIESTA QUE SE LE HICHA LA MANO, LO LLEVO HASTA EL HOSPITAL PIROVANO DONDE NO FUE ATENDIDO, LUEGO ME PIDE QUE LO LLEVE HASTA VICENTE LOPEZ, DONDE VIVE. ME RETIRO DEL LUGAR. NO INTERVINO POLICIA NI AMB..-"
741,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\fs22 VH ASEG CIRCULABA SOBRE COCHABAMBA, CUANDO AL MANIOBRAR HACIA 33, ES IMPACTADO EN SU PARTE LATERAL DELANTERA IZQ, POR UN 3RO QUE CIRCULABA SOBRE 33. SIN DESPLAZAMIENTOS NI LESIONADOS..-\fs20\par}","VH ASEG CIRCULABA SOBRE COCHABAMBA, CUANDO AL MANIOBRAR HACIA 33, ES IMPACTADO EN SU PARTE LATERAL DELANTERA IZQ, POR UN 3RO QUE CIRCULABA SOBRE 33. SIN DESPLAZAMIENTOS NI LESIONADOS..-"
745,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\fs20 ASEGURADOCIRCULABA POR WHITE AL LLEGAR JOSE E. RODO MIRO A LA DERECHA COMO VIENE EL TRANSITO Y NO VI A UN CICLISTA QUE VENIA POR BICICENDA ESTE VENIA DE OESTE A ESTE Y LO EMBISTO CON MI PARAGOLPES DELANTERO, EL CICLISTA (FEMENINA) TENIA CASCO, SE CAE AL SUELO, NO SE LEVANTA POR SUS PROPIOS MEDIOS, VIENE UNA AMBULANCIA DEL SAME.- Y LO TRASLADAN AL PI\'d1ERO INTERVINO POLICIA TENIA RASPONES EN LOS BRAZOS SE QUEJABA DE UN TOBILLO.-  CELULAR ASEG. 1541420909 /   CELULAR DE LA CHICA DE LA BICI. 155 9979418.-\par}","ASEGURADOCIRCULABA POR WHITE AL LLEGAR JOSE E. RODO MIRO A LA DERECHA COMO VIENE EL TRANSITO Y NO VI A UN CICLISTA QUE VENIA POR BICICENDA ESTE VENIA DE OESTE A ESTE Y LO EMBISTO CON MI PARAGOLPES DELANTERO, EL CICLISTA (FEMENINA) TENIA CASCO, SE CAE AL SUELO, NO SE LEVANTA POR SUS PROPIOS MEDIOS, VIENE UNA AMBULANCIA DEL SAME.- Y LO TRASLADAN AL PInERO INTERVINO POLICIA TENIA RASPONES EN LOS BRAZOS SE QUEJABA DE UN TOBILLO.-  CELULAR ASEG. 1541420909 /   CELULAR DE LA CHICA DE LA BICI. 155 9979418.-"
754,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\fs20 ESTABA PARADO EN LA ESQUINA PARA DOBLAR Y CUANDO ARRANCO ME COLISIONA UNA BICICLETA QUE VENIA POR MI MANO IZQUIERDA Y YO ESTABA MIRANDO EL TRANSITO QUE VENIA POR MI DERECHA .-\par}",ESTABA PARADO EN LA ESQUINA PARA DOBLAR Y CUANDO ARRANCO ME COLISIONA UNA BICICLETA QUE VENIA POR MI MANO IZQUIERDA Y YO ESTABA MIRANDO EL TRANSITO QUE VENIA POR MI DERECHA .-
762,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}{\f1\fswiss\fprq2\fcharset0 Calibri;}}
\viewkind4\uc1\pard\fs20 ASEGURADO ESTACIONADO ABRE PUERTA DELANTERA IZQUIERDA E IMPACTA A UNA BICICLETA QUE CIRCULABA POR LA MISMA. EL CICLISTA CAE AL ASFALTO, EL ASEGURADO AYUDO AL TERCERO A LEVANTARSE, ASEGURADO LO LLEVO AL HOSPITAL THOMPSON. NO HUBO INTERVENCION POLICIAL NI AMBULANCIA. NO HUBO DESPLAZAMIENTOS.-\f1\fs22\par
\f0\fs20\par}","ASEGURADO ESTACIONADO ABRE PUERTA DELANTERA IZQUIERDA E IMPACTA A UNA BICICLETA QUE CIRCULABA POR LA MISMA. EL CICLISTA CAE AL ASFALTO, EL ASEGURADO AYUDO AL TERCERO A LEVANTARSE, ASEGURADO LO LLEVO AL HOSPITAL THOMPSON. NO HUBO INTERVENCION POLICIAL NI AMBULANCIA. NO HUBO DESPLAZAMIENTOS.-
"
810,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\fs20 EL VEHICULO ASEGURADO CIRCULABA POR AVENIDA GRAL JOSE DE SAN MARTIN. AL MANIOBRAR A LA DERECHA PARA ESTACIONAR, COLISIONA LEVEMENTE A UN CICLISTA. LA BICICLETA CAE, PERO EL CICLISTA QUEDA DE PIE. INTERCAMBIA DATOS Y SE VA . SIN INTERVENCI\'d3N DE POLICIA NI AMBULANCIA\par}","EL VEHICULO ASEGURADO CIRCULABA POR AVENIDA GRAL JOSE DE SAN MARTIN. AL MANIOBRAR A LA DERECHA PARA ESTACIONAR, COLISIONA LEVEMENTE A UN CICLISTA. LA BICICLETA CAE, PERO EL CICLISTA QUEDA DE PIE. INTERCAMBIA DATOS Y SE VA . SIN INTERVENCIN DE POLICIA NI AMBULANCIA"
828,AUTO - CICLISTA,CONCURRENTE,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\fs20 CIRCULANDO POR RIVAROLA EL CICLISTA SE EL CRUZA Y SE PRODUCE EL SINIESTRO EL CONDUCTOR DE LA BICICLETA VENIA SOLO SE CAYO AL PISO\par}",CIRCULANDO POR RIVAROLA EL CICLISTA SE EL CRUZA Y SE PRODUCE EL SINIESTRO EL CONDUCTOR DE LA BICICLETA VENIA SOLO SE CAYO AL PISO
833,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}{\f1\fswiss\fprq2\fcharset0 Calibri;}}
\viewkind4\uc1\pard\fs20 IBA CIRCULANDO POR CNO GRAL BELGRANO AL 3000 CUANDO UNA BICICLETA QUE CIRCULABA A LA PAR ESQUIVA UN POZO VINIENDO CONTRA MI VH Y LO TOCO EN LA RUEDA TRASERA. EN LA BICICLETA IBA UNA SOLA PERSONA SIN CASCO LA CUAL CAE LEVANTANDOSE POR SUS MEDIOS Y MANIFESTANDO DOLORES EN LA PIERNA IZQUIERDA. LE OFREZCO LLEVARLO A CENTRO MEDICO O LLAMAR AMBULANCIA PERO SE NIEGA YA QUE TENIA QUE IR A TRABAJAR. SIN INTERVENSION POLICIAL NI DE AMBULANCIA. SIN DESPLAZAMIENTOS\f1\fs22 .\par
\f0\fs20\par
\f1\fs22\par
\f0\fs20 NOS COMUNICAMOS CON EL ASEGURDAO PARA VER SI PODIA APORTAR MAYORES DATOS DEL TERCERO\par
EL ASEGURADO NO TOM\'d3 T.E. DEL TERCERO \par
SOBRE LA MECANICA DICE QUE LA BICICLETA ESQUIV\'d3 UN POZO. \par
EL TERCERO NO QUISO IR AL HOSPITAL \par
NO PARTICIPO POLICIA \par
EL TERCERO  EN EL MOMENTO NO RECONOCI\'d3 QUE HAB\'cdA ESQUIVAO UN POZO. \par
CRUZARON DATOS PERO NO T.E. \par
EL AUTOMOVIL NO TUVO DA\'d1OS COMO CONSECUENCIA DEL HECHO YA QUE FUE ALGO LEVE \par
\par
\par}","IBA CIRCULANDO POR CNO GRAL BELGRANO AL 3000 CUANDO UNA BICICLETA QUE CIRCULABA A LA PAR ESQUIVA UN POZO VINIENDO CONTRA MI VH Y LO TOCO EN LA RUEDA TRASERA. EN LA BICICLETA IBA UNA SOLA PERSONA SIN CASCO LA CUAL CAE LEVANTANDOSE POR SUS MEDIOS Y MANIFESTANDO DOLORES EN LA PIERNA IZQUIERDA. LE OFREZCO LLEVARLO A CENTRO MEDICO O LLAMAR AMBULANCIA PERO SE NIEGA YA QUE TENIA QUE IR A TRABAJAR. SIN INTERVENSION POLICIAL NI DE AMBULANCIA. SIN DESPLAZAMIENTOS.


 NOS COMUNICAMOS CON EL ASEGURDAO PARA VER SI PODIA APORTAR MAYORES DATOS DEL TERCERO
EL ASEGURADO NO TOM T.E. DEL TERCERO 
SOBRE LA MECANICA DICE QUE LA BICICLETA ESQUIV UN POZO. 
EL TERCERO NO QUISO IR AL HOSPITAL 
NO PARTICIPO POLICIA 
EL TERCERO  EN EL MOMENTO NO RECONOCI QUE HABA ESQUIVAO UN POZO. 
CRUZARON DATOS PERO NO T.E. 
EL AUTOMOVIL NO TUVO DAnOS COMO CONSECUENCIA DEL HECHO YA QUE FUE ALGO LEVE 

"
845,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Arial;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\b\f0\fs20 MECANICA DEL HECHO SEGUN VERSION ASEGURADO: \b0\f1 Asegurada circulando por Payzandu al cruzar a Atacama venia una bicicleta por mi izqueirda que no la veo porque venia un auto no me permite ver y esta me embiste en el lateral izquierdo delantero, en la bicicleta iba sola persona, no tenia casco, se cae al suelo. No se levanta por que se golpeo la cabeza estaba conciente. Un testigo llama a la ambulacia y los trasladaron al hospital de Haedo, intervino la policia.\par}","MECANICA DEL HECHO SEGUN VERSION ASEGURADO: 0 Asegurada circulando por Payzandu al cruzar a Atacama venia una bicicleta por mi izqueirda que no la veo porque venia un auto no me permite ver y esta me embiste en el lateral izquierdo delantero, en la bicicleta iba sola persona, no tenia casco, se cae al suelo. No se levanta por que se golpeo la cabeza estaba conciente. Un testigo llama a la ambulacia y los trasladaron al hospital de Haedo, intervino la policia."
865,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\f0\fs22 EL ASEGURADO CIRCULABA SOBRE AV  ESTADOS UNIDOS, SE AGACHA PARA CAMBUAR LA RADIO  IMPACTA A UN TERCERO QUE CIRCULABA SOBRE LA MISMA . SIN DESPLAZAMIENTOS , EN LA BICICLETA UN SOLO OCUPANTE SIN CASCO . CAE AL PISO . PREENTABA DOLOR DE RODILLA . NO INTERVINO POLICIA NI AMBULANCIA , SE RETIRA POR SUS PROPIOS MEDIOS\f1\fs20\par}","EL ASEGURADO CIRCULABA SOBRE AV  ESTADOS UNIDOS, SE AGACHA PARA CAMBUAR LA RADIO  IMPACTA A UN TERCERO QUE CIRCULABA SOBRE LA MISMA . SIN DESPLAZAMIENTOS , EN LA BICICLETA UN SOLO OCUPANTE SIN CASCO . CAE AL PISO . PREENTABA DOLOR DE RODILLA . NO INTERVINO POLICIA NI AMBULANCIA , SE RETIRA POR SUS PROPIOS MEDIOS"
869,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Arial;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\b\f0\fs20 MECANICA DEL HECHO SEGUNO VERSION ASEGURADO: C\b0 irculando sobre calle Monteagudo al ingresar a Av Unidad Nacional toma contacto con un  tercero (bicicleta) la cual circulaba por Unidad Nacional, el Aseg. toma contacto con su parte delantera en la parte derecha de esta bicicleta la cual tenia un solo ocupante sin proteccion, no cayo al piso, manifesto dolencia en la rodilla, no intervino movil policial ni ambulancia, sin desplazamientos.\par
aseg. traslada al tercero en el vh aseg. hasta el domicilio del mismo.\f1\par}","MECANICA DEL HECHO SEGUNO VERSION ASEGURADO: C0 irculando sobre calle Monteagudo al ingresar a Av Unidad Nacional toma contacto con un  tercero (bicicleta) la cual circulaba por Unidad Nacional, el Aseg. toma contacto con su parte delantera en la parte derecha de esta bicicleta la cual tenia un solo ocupante sin proteccion, no cayo al piso, manifesto dolencia en la rodilla, no intervino movil policial ni ambulancia, sin desplazamientos.
aseg. traslada al tercero en el vh aseg. hasta el domicilio del mismo."
873,AUTO - CICLISTA,,"{\rtf1\fbidis\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\ltrpar\f0\fs22 VEHICULO ASEGURADO ESTACIONADO SOBRE CALLE EVA PERON CUANDO AL ABRIR PUERTA DELANTERA IZQUIERDA LO IMPACTA UN TERCERO (BICICLETA) QUE CIRCULABA POR LA MISMA. EL CICLISTA CAE AL ASFALTO, HUBO INTERVENCION POLICIAL Y AMBULANCIA. NO HUBO DESPLAZAMIENTOS. EL TERCERO FUE TRASLADADO A CENTRO MEDICO EN AMBULANCIA.\f1\fs20\par}","VEHICULO ASEGURADO ESTACIONADO SOBRE CALLE EVA PERON CUANDO AL ABRIR PUERTA DELANTERA IZQUIERDA LO IMPACTA UN TERCERO (BICICLETA) QUE CIRCULABA POR LA MISMA. EL CICLISTA CAE AL ASFALTO, HUBO INTERVENCION POLICIAL Y AMBULANCIA. NO HUBO DESPLAZAMIENTOS. EL TERCERO FUE TRASLADADO A CENTRO MEDICO EN AMBULANCIA."
890,AUTO - CICLISTA,CONCURRENTE,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\f0\fs22 EL ASEGURADO CIRCULABA POR ITIUZAINGO. CUANDO ESTA PASANDO LA BOCACALLE, UNA BICICLETA QUE VENIA A CONTRAMANO DESDE LA IZQUIERDA POR PUEYRREDON, SE CRUZA Y EL ASEGURADO NO PUEDE EVITAR CHOCARLA. EN LA BICICLETA IBAN DOS OCUPANTES, QUE CAEN AL PISO. SOLO UNO DE ELLOS PRESENTABA LASTIMADURAS  EN LA BOCA Y RODILLA INTERVINO AMBULANCIA.AL HTAL BELGRANO\par
\f1\fs20\par}","EL ASEGURADO CIRCULABA POR ITIUZAINGO. CUANDO ESTA PASANDO LA BOCACALLE, UNA BICICLETA QUE VENIA A CONTRAMANO DESDE LA IZQUIERDA POR PUEYRREDON, SE CRUZA Y EL ASEGURADO NO PUEDE EVITAR CHOCARLA. EN LA BICICLETA IBAN DOS OCUPANTES, QUE CAEN AL PISO. SOLO UNO DE ELLOS PRESENTABA LASTIMADURAS  EN LA BOCA Y RODILLA INTERVINO AMBULANCIA.AL HTAL BELGRANO
"
895,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Arial;}{\f1\fnil\fcharset0 Arial;}{\f2\fswiss\fprq2\fcharset0 Segoe UI;}{\f3\fswiss\fprq2\fcharset0 Calibri;}}
\viewkind4\uc1\pard\sa200\b\f0\fs20 MECANICA DEL HECHO SEGUN VERSION ASEGURADO: \b0\f1 Asegurado circulando por calle Pte. H. Irigoyen al intentar girar a la izquierda colisiona un ciclista que circulaba a su costado. El ciclista impacta con otro veh\'edculo y cae al piso. No intervino ambulancia ni polic\'eda. \b\f0\par
\pard\sa160 AMPLIACION: \b0\f1 Hablo con el asegurado y me informa que el gira encierra al ciclista y el mismo cae sobre otro veh\'edculo estacionado, del cual no tiene datos\f2 . Al ciclista lo ayudaron a retirarse unas personas que estaban en el luagar.-\f3\fs22\par
\pard\f1\fs20\par}","MECANICA DEL HECHO SEGUN VERSION ASEGURADO: 0 Asegurado circulando por calle Pte. H. Irigoyen al intentar girar a la izquierda colisiona un ciclista que circulaba a su costado. El ciclista impacta con otro vehiculo y cae al piso. No intervino ambulancia ni policia. 
d\sa160 AMPLIACION: 0 Hablo con el asegurado y me informa que el gira encierra al ciclista y el mismo cae sobre otro vehiculo estacionado, del cual no tiene datos . Al ciclista lo ayudaron a retirarse unas personas que estaban en el luagar.-\f3
d"
